Text,text_english
puan maharani unggah foto makan bakso magelang sindir jokowi prabowo,"Puan Maharani uploads photo of eating Magelang meatballs, criticizing Jokowi and Prabowo"
pesan jokowi baik cuti jangan pakai fasilitas negara,"Jokowi's message is good, take leave, don't use state facilities"
anies makin bendung statemen jokowi presiden menteri gubernur walikotabupati jabat pemerintahdaerah pnsasn berkampanyesenjata makan tuan,"Anies increasingly blocks Jokowi's statement, President, Minister, Governor, Mayor, Regent, Official, Regional Government, Civil Servants, Campaigning, Weapons Backfire"
jokowi kok takut bendera pdip kaya cerita si malin kundang,How come Jokowi is afraid of the Pdip flag like the story of Malin Kundang
si samsul dianggapcc wkwkwkwkwkkw,Samsul is considered cc wkwkwkwkwkkw
pak jokowi plt mensos airlangga hartarto zulkifli hasan wamensosbu risma cukup jadi penononton,"Mr. Jokowi, Acting Minister of Social Affairs, Airlangga Hartarto, Zulkifli Hasan, Deputy Minister of Social Affairs, Risma, are just spectators."
respons singkat presiden jokowi kait kritik sivitas akademika ugm lewat petisi bulaksumur,President Jokowi's short response to criticism of UGM academics via the Bulaksumur petition
jgn kecoh iya bansos dibagibagi bukan uang jokowi dari pajak rakyat jadi terima bansosnya hak rakyattgl februari selamat demokrasi dengan pilih anak jokowi langgar ham,"Don't be fooled, yes, social assistance is distributed, not Jokowi's money from people's taxes, so accepting social assistance is the people's right. On February, happy democracy by choosing Jokowi's son, you are violating human rights."
bukti kecewa punggawa slank jokowi,evidence of the disappointment of Jokowi's Slank team
pak jokowi lebih sayang anak banding rakyat,Pak Jokowi loves children more than the people
banyak jalan jokowi terus kuasa salah satu bikin huru hara keluar dekrit presiden moga aparat dukung punya hati nurani tidak dukung jokowi paslon pilih babi buta jangan korban nyawa rakyat aparat nkri,"There are many ways for Jokowi to continue to have power, one of which is to create chaos, issue a presidential decree, hopefully the authorities will support you, have a conscience, don't support Jokowi, the candidate pair, choose a blind pig, don't sacrifice the lives of the people, the Nkri authorities"
presiden jokowi sore mungkin ketemu pak mahfud,President Jokowi might meet Mr Mahfud this afternoon
perintah netral jokowi netral,neutral command jokowi neutral
jokowi bikin malu se indoneaia,Jokowi embarrasses all of Indonesia
puisi legendaris wiji thukul judul ingat hias petisi guru besar jokowiapabila usul tolak timbang suara bungkam kritik larang alasandituduh subversif ganggu keamananmaka ada satu kata lawan,"Wiji Thukul's legendary poem, title, remember, decorate the petition, professor Jokowi, if a proposal refuses to weigh in, voices are silenced, criticism is prohibited, reasons are accused of being subversive, disturbing security, then there is one opposing word."
beda besar dana bansos pandemi covid tahun politik gibran nyawapres sini rakyat menilaipak sudah pintar pilih ganjar salam jari,"big difference in social assistance funds for the Covid pandemic, political year, Gibran, the president's life, here the people judge, sir, you are smart, choose Ganjar, finger salute"
mahfud md umum diri siap surat undur diri menko polhukam segera serah presiden joko widodo direktur parameter politik indonesia ppi adi prayitno nilai jokowi sulit tebak tentu menterigtgt,"mahfud md general self ready resignation letter coordinating minister for political, legal and security affairs immediately hand over president joko widodo director of indonesian political parameters ppi adi prayitno assesses jokowi difficult to guess of course ministergtgt"
luar biasa juang infrastruktur darat bangun jga infrastruktur langit tpi mlah anggap khianat bangsa tuh ujung mo lengser mirip kasus makzul alm presiden gus dur,"It's extraordinary to fight for land infrastructure and also build sky infrastructure but consider it a betrayal of the nation, in the end you step down, similar to the impeachment case of the late President Gus Dur"
menteri sosial jokowi yakasihan bapak keliling jawa terus ada luar jawa butuh perhati jokowi,"Jokowi's Minister of Social Affairs, I feel sorry for you, sir, traveling around Java and there are people outside Java who need Jokowi's attention"
stasiun pompa baru atas banjir jakarta kali wika ajak kalian throwback salah satu proyek belum lama resmi presiden jokowi,"new pumping station for flooding in Jakarta, WIKA invites you to throwback to one of the projects recently officially launched by President Jokowi"
pakar htn sebut banyak bukti jokowi laku penyalahgunaan wewenang makzul laku,htn expert says there is a lot of evidence that jokowi has abused his authority to impeach
buzzerrp kalau bem kritik jokowi kader pks antek pks kontaminasi radikalismegue kalau tau mau coblos siapa mana nih partai pks coblos,buzzerrp if bem criticizes jokowi pks cadre pks lackey contamination of radicalism if you know who to vote for where pks party vote
nyata apa inikoalisi jokowiprabowoada tau maksud pendekar benur,Is this real? Jokowi Prabowo coalition. Do you know what the lobster warrior means?
bansos jokowi rencana mundur sri mulyani bocor alus politik via,Jokowi's social assistance plan to resign Sri Mulyani leaked political news via
makasih banyak pak jokowi dapet kaos maaf teriak heboh soal percaya lewat terus rekam malah kaos bukan hehebole ulang lewat pak,"Thank you very much, Mr. Jokowi, I got a t-shirt, sorry for shouting so excitedly about believing and then recording, but instead of a t-shirt, it wasn't hehebole again, sir."
jokowi sebut temu mahfud md sore,Jokowi says meeting with Mahfud MD in the afternoon
jokowi kontol,jokowi dick
motor terobos iringiringan presiden detikdetik kendara motor terobos iringiringan presiden jokowi jogjalokasi empat ringroad upn unisa tuju klaten jawa tengah via,motorbike breaks through presidential convoy detikdetik motorbike breaks through presidential convoy jokowi jogjalocation of four ringroad upn unisa heading to klaten central java via
alas bansos jokowi beri efek batas sektor konsumer,Jokowi's social assistance base has limited effect on the consumer sector
ganjar terus jokowi ajar pimpin bukan kuasa juga tentang peduli tinggal tengahtengah masyarakat sama ganjar sejahtera,"Jokowi continues to teach how to lead, not power, and care about living in the midst of society and reward prosperity"
lah jokowi bolak balik jawa tengah emang ngapain kalo bukan soal elektoraltamasya,So what is Jokowi going back and forth to Central Java for if it's not about electoral tourism?
dulu pilih jokowi sekarang pilih ganjar,"Previously chose Jokowi, now choose Ganjar"
mahfud mundur menko polhukam temu jokowi sedang dijadwalkanmanuver undur diri akan pengarauhnya thp naik elektabiltas ehh nama usaha klik baca,"Mahfud resigns, Coordinating Minister for Political, Legal and Security Affairs, meeting with Jokowi is being scheduled, a maneuver to resign due to his influence on the rising electability, eh, business name, click read"
dulu pilih jokowi sekarang pilih ganjar,"Previously chose Jokowi, now choose Ganjar"
alas ugm baca petisi bulaksumur desak jokowi ke koridor demokrasi,UGM base reads Bulaksumur petition urging Jokowi to enter the corridor of democracy
petisi ingat jokowi,petition to remember jokowi
menko polhukam mahfud md nyata bakal mundur jabatannyaia bawa surat undur diri akan serah presiden jokowi,"Coordinating Minister for Political, Legal and Security Affairs Mahfud MD will clearly resign from his position. He brought a letter of resignation and will hand it over to President Jokowi."
ujung salah jokowi bkalan bakar ban bakar spanduk lengser jokowi khianat bangsa rusak gedung dpr bagai colab kadrun amp neo kadrun,"the wrong end of Jokowi's burning tires burns the banner of Jokowi's resignation, betraying the nation, destroying the DPR building like Colab Kadrun & Neo Kadrun"
sandiaga uno ungkap situasi kabinet presiden jokowi kondusif banyak gonjangganjing,"Sandiaga Uno reveals that the situation in President Jokowi's cabinet is conducive, there is a lot of commotion"
tbtb jokowi wnogiri,tbtb jokowi wonogiri
tetoooot jokowi nongol iklan golkar tv arti jokowi tuju kuning fix mesra bgt sama airlangga,"tetoooot jokowi appears on golkar tv advertisement, the meaning of jokowi heading yellow is definitely very affectionate with airlangga"
jokowi sore mungkin ketemu pak mahfud,Jokowi might meet Mr Mahfud this afternoon
breaking news partai pak diskualifikasi jateng ampunnnnn deh,"breaking news, Pak's party disqualified Central Java, please forgive me"
hari ikut nyata sikap universitas islam indonesia uii ini akan ikut kampus kampus geliat amp gerak demokrasi sedang baik makanya presiden jokowi terus ingat,"Today, the real attitude of the Islamic University of Indonesia, UII, will join campuses, the movement of democracy is currently good, that's why President Jokowi continues to remember"
menteri koordinator politik hukum aman mahfud md hari akan temu presiden joko widodo jokowi sampai surat undur diri kabinet indonesia maju,"Coordinating Minister for Political, Legal and Security Affairs Mahfud MD will meet with President Joko Widodo today, Jokowi, until the resignation letter from the Advanced Indonesia Cabinet"
dulu pilih jokowi sekarang pilih ganjar,"Previously chose Jokowi, now choose Ganjar"
apa jokowi milu lebih mati pada covid,is jokowi milu more likely to die from covid
guruguru besar ugm naik pitam presiden jokowi dislepet mesti selalu ingat janji tidak simpang,"UGM professors are furious that President Jokowi has been misled, he must always remember his promise, not break it"
feri amsari ilc jokowi punyah adab politik,Ferry Amsari ILC Jokowi has political manners
presiden republik indonesia jokowi dodo tuai kontroversi atas nyata ungkap presiden boleh kampanye pihak pilih umum milu nyata jokowi tentunyasumber,"President of the Republic of Indonesia, Jokowi Dodo, has reaped controversy over his statement that the president may campaign for general elections. Jokowi certainly has a source"
presiden jokowi harga putus mahfud md mundur kabinet,"President Jokowi, Mahfud MD resigns from the cabinet"
presiden joko widodo terima rombong gera pemuda gp ansor istana presiden yogyakarta daerah istimewa yogyakarta selasa presiden jokowi terima lapor sekaligus undang kait kongres xvi gp ansor akan gelar jumat,"President Joko Widodo receives a group of GP Ansor youth movement members at the Yogyakarta presidential palace, Yogyakarta Special Region, Tuesday, President Jokowi receives a report and invites people related to the 16th GP Ansor Congress which will be held on Friday"
bkn kampanyelg bantu pjokowi hibur masyarakat biar resah pilpresingat rakyat tenangsenang sulit diprovokasibiar ribut tingkat elit sajajang ke akar rumputtujuan samaindonesia maju rakyat makmur beda pilih biasah,"not a campaign, help Jokowi entertain the people so they are restless during the presidential election, make the people calm and happy, it's hard to provoke them, make a fuss at the elite level, just go to the grassroots, the same goal, an advanced Indonesia, the people are prosperous, different choices are common"
pasu aman presiden paspampres ban aniaya orang warga bentang spanduk ganjar pranowo depan mobil presiden joko widodo jokowidugaan paspampres pukul warga muat buah video viral media sosial,"President's safe haven, Presidential Security Forces, Ban, assaulting people, residents, unfurling Ganjar Pranowo's banner in front of President Joko Widodo's car, Jokowi, alleged Presidential Security Forces assaulting residents, loading fruit, viral video on social media"
respons ganjar soal insiden warga bentangkan spanduk pilih ganjar jokowi lintas,Ganjar's response to the incident of residents unfurling banners to vote for Ganjar Jokowi across
nanti mantan presiden tetap hormat kok mo diapainsetelah pilpres iya rangkul kembalibersatu bangun negri dengan tugas masingtetap kritis perintah yang nanti kuasa,"Later, the former president will still respect what he wants to do after the presidential election, embrace him again, unite to build the country with their respective duties, remain critical of the orders of those in power later"
kader demokrat lhoooo bahaya tah bukan cawecawe jokowi memang masuk akal dulu awal rusak etik mk lalu sang ipar lolos bocah tengil songong,"Democratic cadres, you know, it's dangerous, isn't it, Jokowi's cawecawe makes sense, first of all, MK's ethics were damaged, then the brother-in-law got away, Tengil Songong kid"
presiden jokowi aku dapat lapor undur mahfud md sampai jokowi kemarin rabu januari klaten jawa tengah menko polhukam mahfud md hari ini kamis rencana temu presiden joko widodo jakarta putus mundur mahfud md,"president jokowi i can report mahfud md resigned until jokowi yesterday wednesday january klaten central java coordinating minister for political, legal and security affairs mahfud md today thursday plan to meet president joko widodo jakarta canceled mahfud md resigned"
bantu mau keluar semua nya puji jokowi tp telat sedikit hujat jokowi,help want to get out all praise jokowi but a little late curse jokowi
jokowi tanggap wacana naik iur bpjs sehat,Jokowi Responds to the Discussion on Increasing BPJS Health Contributions
menteri sosial jokowi yakasihan bapak keliling jawa terus ada luar jawa butuh perhati jokowi,"Jokowi's Minister of Social Affairs, I feel sorry for you, sir, traveling around Java and there are people outside Java who need Jokowi's attention"
menteri sosial jokowi iya kasihan bapak keliling jawa terus ada luar jawa butuh perhati jokowi,"Jokowi's Minister of Social Affairs, yes, I feel sorry for you traveling around Java and there are people outside Java who need Jokowi's attention"
jokowi temu mahfud md sore,Jokowi meets Mahfud MD in the afternoon
salahpuluhan menteri kabinet jokowi mundur ikut langkah sri mulyani,Dozens of Jokowi cabinet ministers resign following Sri Mulyani's steps
kalau udah gin betapa hancur nama besar jokowi baru spanduk udah takut cemen mending mundur sekarang pak bikin malu,"If that's the case, how will Jokowi's big name be destroyed? The new banner is already scared, Cemen, it's better to resign now, sir, it's embarrassing"
kabinet golak akibat presiden jokowi hilang aura,Cabinet in turmoil due to President Jokowi losing his aura
presiden jokowi apresiasi kerja account officer ao pnm silaturahmi klaten ao aku kunci daya kontribusi nasabah disiplin kredit macet rendah pnm,"President Jokowi appreciates the work of account officers at PNM, Klaten silaturahmi at PNM, key to customer contribution, discipline, low bad credit, PNM"
kabar tanggal february pak undang gbk hadir puncak pesta rakyat pasang pak amp kira datang iya beliau helat mirip bener pilpres mantap bener,"the news is February, sir, invite gbk to attend the peak of the people's party, sir, I think he will come, yes, he will act like the presidential election, really great"
serah bantu pangan cadang beras perintah cbp masyarakat terima manfaat laku gudang bulog meger klaten jawa tengah rabu januari bagi bantu upa beras kilogram sebut langsung hingga juni lanjut,hand over food aid reserve rice order cbp community receives benefits bulog warehouse sale meger klaten central java wednesday january distribute aid rice allowance kilograms said directly until june continued
presiden jokowi nilai produkproduk sebut milik kualitas sangat baik akan mampu saing produk luar negeri harga sangat kompetitif,President Jokowi values ââthe products he says are of very good quality and will be able to compete with foreign products at very competitive prices.
nyata presiden jokowi presiden pihak calon presiden milu asal tak pakai fasilitas negara nyata manipulatif kedok konstitusi,"It is clear that President Jokowi is the president of the Milu presidential candidate as long as he doesn't use state facilities, which is clearly manipulative under the guise of the constitution"
nyata presiden jokowi presiden pihak calon presiden milu asal tak pakai fasilitas negara nyata manipulatif kedok konstitusi,real president jokowi president party presidential candidate milu as long as not using state facilities real manipulation under the guise of the constitution
alhamdulillah nahdliyin jelata bukan elit pbnu jadi tidak menclamencle ala jokowi tidak perlu basabasi dar ngapusi publik dukung paslon tertentubagi nu lama pbnu masa,"Thank God, Nahdliyin is a commoner, not a PBNU elite, so he doesn't criticize Jokowi's style, there's no need to mince words and get rid of the public's support for a particular candidate pair for the old Nu Pbnu period."
seniman butet kertaredjasa lapor polda daerah istimewa yogyakarta diy buntut nyata duga analogi presiden joko widodo jokowi bak hewan,artist butet kertaredjasa reports to the Yogyakarta Special Region Police DIY real tail suspects president joko widodo's analogy jokowi is like an animal
sri mulyani mundur jokowi intervensi menkeu guna anggar naik elektabilitas gibran teuku riyan breaking news undur diri bansos mama dedeh akmil pilih ganjar mahfud pagi mundur,sri mulyani resigns jokowi intervenes with finance minister to increase electability gibran teuku riyan breaking news resigns social assistance mama dedeh akmil chooses ganjar mahfud pagi resigns
video jokowi respons mahfud md mundur isu menteri tak kompak,video jokowi responds to mahfud md's resignation over issue of ministers not being united
mau bantu mundur pak,want to help you back off sir
mahfud serah surat mundur kabinet jokowi hari,Mahfud submits letter of resignation of Jokowi cabinet today
wkwk,lol
suasana kabinet makin runyam menteri harus lapor jokowi sekaligus prabowo gibran,"The cabinet situation is getting more complicated, ministers have to report to Jokowi and Prabowo and Gibran"
soal siapa ganti mahfud md kabinet jokowi amat sebut sosok,"Regarding who will replace Mahfud MD, Jokowi's cabinet really mentions a figure"
guntur sp gp mmd jadi presiden wkl presd presiden punya hak perogratif gampang mau diapain serah paslon nanti mau diapain gampang ngeri fix pilih damai indonesia,Guntur SP GP MMD becomes president wkl president president has prerogative rights easy what to do with candidate pair later what to do easy scary fixed choose peace Indonesia
akademisi ugm sampai petisi bulaksumur sebut jokowi simpang keluar jalur demokrasi,UGM academics and Bulaksumur petition say Jokowi has deviated from the path of democracy
petisi bulaksumur guruguru besar ugm presiden jokowi mesti selalu ingat janji alumnus,"Bulaksumur petition, UGM professors, President Jokowi must always remember the alumni promise"
bansos hak rakyat memang beri rakyat bukan jadi alat kampanye kuasa presiden jokowi raup suara menang sang putra mahkota,"Social assistance is a right for the people, it is given to the people, not used as a campaign tool for President Jokowi's power to gain votes for the crown prince."
anak jokowi gtgtgt covidburuburu ppkm sih,"Jokowi's son is going crazy with Covid, rushing for PPkm"
mbeling politik jokowi djono oesman,Jokowi's political conundrum Djono Oesman
sesuai amanah tugas bapak presiden jokowi terus fokus kerja cepat bangkit ekonomi buka lapang kerja lebih banyak lalu sektor parekrafterkait putus prof mahfud sangat harga doa prof,"According to the mandate of the task, Mr. President Jokowi continues to focus on working quickly to revive the economy, opening up more job opportunities, then the tourism and creative economy sector is related to the termination of Prof. Mahfud's prayers, very valuable, Prof."
silaturahmi para nasabah program bina ekonomi keluarga sejahtera mekaar bina modal nasional madani pnm grha bung karno klaten jawa tengah rabu januari optimistis tidak paruh usaha total juta nasabah naik kelas,"Gathering of customers of the prosperous family economic development program, Mekaar, fostering national capital, Madani, PNM, Grha Bung Karno, Klaten, Central Java, Wednesday, January, optimistic that the total business will not be reduced by a million customers, moving up a class"
awal februari pajak kalian boros jokowi instead of hemat apbn maka maksimal efisien malah jadi brankas keluarga dorong hasil putra sayang duduk kursi kuasa,"Early February your taxes are wasteful Jokowi instead of saving the APBN, it is maximally efficient, it becomes a family safe, push the results of your beloved son to sit in the seat of power"
mas ketemu pak jokowi sekarang spanduk gambar pak prab mas gibran suruh revisi design iya kemaren,"Sir, I met Mr. Jokowi now, the banner with Mr. Prab's picture, Mr. Gibran asked me to revise the design, yes, yesterday"
belakang hidup lumayan lucu pas berat berat lagi hahoh pinggir jalan malah lempar baju sama jokowi seperti akibat sering ngrasani belio,the back of life is quite funny when it's too heavy hahah on the side of the road even throwing clothes at Jokowi as a result of often feeling like buyingio
milu lebih mati banding covidjelasin berapa khawatir nasib kitapertanyaan bang salah benar berapa khawatir nasib prabowo gibran pak laku semuabetul sappo,milu is more dead than covidexplain how worried are we about our fatequestion bro wrong right how worried are we about the fate of prabowo gibran sir sell everything right sappo
bkn hala pak anies dulu jokowier fanatik kdp jokowi hanya dar gambar lebih real figur anies samping pasti lemah pibadinya sbg manusia nah mangga bg msh ragu pilih anies sila dalam amp tentu plihanmu,"It's not a matter of Mr. Anies, Jokowi was a fanatic about Jokowi just from the picture, Anies' figure is more real, besides that, his personality as a human being is definitely weak, so for those who are still in doubt, please choose Anies, of course, it's your choice"
berani kata ketika lain bondong bilang iya sikap mental orang hebatkatakan pada jokowikatakan pada penjajahkatakan pada munafikun jual negara,"dare to say it, when others say yes, the mental attitude of great people, say it to Jokowi, say it to the colonialists, say it to the hypocrites, sell the country"
make it four salam empat jari jangan pilih anak jokowi,make it four four finger salute don't choose jokowi's son
jokowi jokowi jokowi jokowi kerja iya gue nganggur anjeng anjeng,jokowi jokowi jokowi jokowi work yes I'm unemployed anjeng anjeng
presiden jokowi bukti hasil jaga ekonomi indonesia,President Jokowi is proof of the results of maintaining Indonesia's economy
video duta besar turki abai salam jokowi konten sesat video edar edit tampil dubes turki abai aja salam jokowi lengkap,video of turkish ambassador ignoring jokowi's greetings misleading content video circulated edited showing turkish ambassador ignoring jokowi's greetings complete
pratikno tuding operator langgeng kuasa jokowi,Pratikno accuses operators of maintaining Jokowi's power
jangan janji sumpah jabat allah abai benar pak jokowi alumnus ugm,"Don't promise to swear an oath of office, God is really ignorant, Mr. Jokowi is an UGM alumnus"
tunggu jokowi cuti,Wait for Jokowi to go on leave
naik pitam presiden jokowi dislepet mesti selalu ingat janji tidak simpang,"President Jokowi is furious, he must always remember his promise, don't break it"
salur langsung presiden jokowi dekat milu gibran bin jokowi bin notomihardjo jadi cawapres naik cara belah bambuibarat kata si paman injak tahun tekan nepo baby hahahah,"President Jokowi's direct channel near the milu Gibran bin Jokowi bin Notomihardjo becomes vice presidential candidate, climb the bamboo splitting method, as the uncle said, step on the year, press the nepo baby hahahah"
jokowi pilih ikut kampanye dukung salah satu paslon sikap muhammadiyah,Jokowi chose to join the campaign to support one of the muhammadiyah candidates
gubernur diy sri sultan hamengku buwono damping presiden jokowi serah bantu pangan cadang beras perintah cbp gudang bulog purwomartani kalas sleman senin sore,"Governor of the Special Region of Yogyakarta, Sri Sultan Hamengkubuwono, accompanied President Jokowi to hand over food aid, rice reserves, CBP orders from the Bulog Purwomartani Kalas Sleman warehouse, Monday afternoon"
jokowiprabowo ngebakso magelang kaesang hal biasa dekade prabowo gibran,Jokowiprabowo ngebakso Magelang Kaesang was a common thing during Prabowo Gibran's decade
jokowi amp nadiem dosa waris bencana didik pinjol jahanam student loan jokowi sadar semua generasi muda kek anak punya privilage hadap rusa ia tinggal lantas apa solusi nadiem masalah itb jawabanny biasa cuma diem,"jokowi and nadiem sin inheritance disaster educate pinjol hell student loan jokowi is aware that all young generations like children have privileges facing deer he lives then what is nadiem's ââsolution to the ITB problem, his usual answer is just to keep quiet"
jokowi sebut kabinet tetap solid usai mahfud mundur menko polhukam,"Jokowi says cabinet remains solid after Mahfud resigns as Coordinating Minister for Political, Legal and Security Affairs"
lebih hektare hutan malu utara kepung iup nikel hilir nikel laku pak jokowi sebab gundul hutan besarbesaran disanatempo cojadi siapa paling untung bisnis,"More hectares of forest in northern Maluku is under siege from downstream nickel. Nickel is selling well, Pak Jokowi, due to massive deforestation there, so who will make the most profit from the business?"
sempat sepeda bareng jokowi sosok sebut potensi ganti mahfud md,"Had a chance to cycle with Jokowi, a figure who is said to be a potential replacement for Mahfud MD"
respons jokowi soal mahfud md mundur menko polhukam,"Jokowi's response to Mahfud MD resigning as coordinating minister for politics, law and security"
ingat keras buat jokowi,remember hard for jokowi
presiden jokowi naik gaji pns jelang coblos akan pengaruh asn pilih caprescawapres tentu putus presiden joko widodo naik gaji pns tnipolri besar beberapa hari jelang pilpres yakin jumlah,"President Jokowi increases civil servant salaries ahead of the election, will it affect civil servants in choosing presidential and vice presidential candidates? It's definitely decided. President Jokowi increases civil servant salaries, TNI-Polri, a large number of people a few days before the presidential election. Surely the number of civil servants will increase a few days before the presidential election."
prabowo sulit menang panutan jokowi curiga ijasah palsu gibran sarat problem,"Prabowo finds it hard to win, Jokowi's role model suspects that Gibran's fake diploma is full of problems"
mbeling politik jokowi,jokowi's political conundrum
mw tnya jokowi tu menteri sosial apa presiden sih,"I want to ask, is Jokowi the Minister of Social Affairs or the President?"
benar pratikno operator langgeng kuasa jokowi hasto kena gocek,It's true that Jokowi Hasto's long-term operator Pratikno has been in trouble
presiden naik gaji pokok anggota tni polri naik gaji tni tuang pp nomor tahun naik gaji polri tuang pp nomor tahun laku sejak januari berapa gaji tnipolri,"the president increases the basic salary of tni members, the polri increases the salary of tni members, the year number increases the salary of polri members, the year number applies since january, how much is the salary of tnipolri"
jokowi kalah adil tidak tunjuk ijazah sudah penuh syarat makzul berizasah palsu breaking news cukur mundur,"Jokowi lost fairly, did not show his diploma, was full of requirements, impeached, had a fake diploma, breaking news, shaved, resigned"
moga buzzerrp makin ganas sebar hoax fitnah scaremongering paslon serta intimidasi thd paslon bahkan ikut cara butet amp guntur ancam presiden biar suatu kalian masalah dg hukumcc,"Hopefully the buzzerrp will be even more aggressive in spreading hoaxes, slander, scaremongering and intimidating candidates, even following Butet and Guntur's method of threatening the president so that you will have problems with the law."
pratikno tuding operator langgeng kuasa jokowi,Pratikno accuses operators of maintaining Jokowi's power
bener bangetpak prabowo pernah bilang diri satu pak jokowiviralkanprabowo sulit raih menang jokowi curiga milik ijazah palsu gibran penuh masalah,"It's true, Mr. Prabowo once said that we are one, Mr. Jokowi, it's viral, Prabowo has a hard time winning, Jokowi is suspicious that Gibran has a fake diploma and is full of problems"
lapor jokowi bawaslu ampb anggap pose jari presiden langgar uu milu,Report Jokowi Bawaslu AMPB considers the president's finger pose to violate the Military Law
bansos tiap hari liar kubu sebelahpdhl jadi bln april silamsaat mereka sngt dukung penuh atas giat pak ininamun ubah jadi bulan bulan hujat kubu belah naik elektabilitas paslonnyasungguh bener biadab,"Every day social assistance is wild on the other side, even though last April they fully supported this man's activities, but it turned into months of slander on the other side to increase the electability of their candidate, it's truly savage"
acara resmi jokowi prabowo subianto kumpul makan siang magelang dekade prabowo gibran,official event jokowi prabowo subianto lunch gathering magelang decade prabowo gibran
justru yang tinggal jokowi ogah pimpin tukang bohong,"In fact, what remains is for Jokowi to refuse to lead the liars"
cabe jokowientah apa maksud,"jokowi chili, what does it mean"
sorot media asing tom lembong duga jadi cepu ungkap bobrok rezim jokowi dunia internasional,foreign media spotlight tom lembong suspected of being cepu reveals the rottenness of jokowi's regime international world
min buk risma tri sosial kan koq gak ajak buat bansos apa mau ikut undur diri keq prof mpud breaking news,"Min Buk Risma Tri Social, why didn't you invite me to do social assistance, do you want to join me and resign to Prof. MUD Breaking News"
dulu juga percaya kalo jokowi ken periode,I used to believe that Jokowi was going to have a period
jokowi game overmakanya semua tabrak masuk lembaga survei bansos,jokowi game over that's why everyone crashes into social assistance survey institutions
maju indonesia gantung sumber daya manusia gimana indonesia mau maju klo guru cuma gaji ribu bulan perintah sekarang lebih suka bangun proyek mercusuar gak penting ikn,"Indonesia's progress depends on human resources. How will Indonesia progress if teachers only get a salary of thousands per month? Current orders would rather build a lighthouse project, it's not important, IKN"
bansos rakyat rakyat bukan dari jokowi maupun prabowo camkanchelsea mudryk palmer sack enzo nkunku sterling,"social assistance for the people, not from Jokowi or Prabowo, Camkan Chelsea, Mudryk Palmer, Sack, Enzo Nkunku Sterling"
kemisinen maju isinmundur isinngisin ngisini,kemisinen forward isinbackward isinngisin ngisini
betulbetul rusak demokrasi tang jokowi bahkan etika moral abai,"Jokowi's democracy is really damaged, even ignoring moral ethics"
panggil semua jabat negara asn pns tni polri ayo dukung ubah nu muhammadiah saat terang dukung pak gak usah malu gak usah takut dipecatkenapa presiden amp tri nya bisa iya kan,"Call all state officials ASN PNS TNI Polri Come on, support the change of Muhammadiyah when it's bright, support it, sir, don't be ashamed, don't be afraid of being fired, why can the president and Tri do that?"
politis makin gak tahu malu mengatasnamakan jokowi bagi bansosria ricis undur diri teuku ryan kades mamah dedeh coblosssamln terrorisbangkit,"Politicians are increasingly shameless in using Jokowi's name to provide social assistance, Ricis resigns, Teuku Ryan, village head Mamah Dedeh votes for terrorists, rising"
gaji pns naik tahun politik langkah jokowi pandang mirip erdogan,"civil servant salaries increase in political year, Jokowi's move is seen as similar to Erdogan's"
luar biasademi kuasa pak jokowi takut bendera pdip padahal besar sana seperti cerita malin kundang orang anak lupa durhaka ibunda sendiri,"extraordinary, for the sake of power, Mr. Jokowi is afraid of the PDIP flag even though he is big there, like the story of Malin Kundang, the child forgot his own mother's disobedience"
catet iya semua ngelakuin pak jokowi,"Note that everyone does it, Mr Jokowi"
jokowi dukung prabowo nggak tega lihat prabowo selalu kalah,"Jokowi supports Prabowo, can't bear to see Prabowo always lose"
peristiwa gunung kidul jokowi tunjuk jokowi memang tidak butuh pdip,"The Gunung Kidul incident, Jokowi, shows that Jokowi really doesn't need PDIP"
ulah jokowi malu diri sendiri tinggal nunggu beliau lengser aja biar gak bikin ulah,"Jokowi's actions are embarrassing, I just have to wait for him to step down so I don't throw a tantrum"
jgn jauh jauh cak imin deh prabowo gibran apa kabar jokowi kok kampanye tp tetep jd presiden tidak ngajuin cuti,"Don't go too far bro, Imin, Prabowo Gibran, how are you, Jokowi, how come he's campaigning but still being president, he's not asking for leave?"
trus ngapain anwar usman nyante gitu ampe gugat ptun kalo emang indikasi jujurtrus nape jokowi cawek cawek sana sini sampe pake anggar negara kalo indikasi jujurselo aja kali kan survey hasil udah ataskalo jujur mah perlu effort,"So why does Anwar Usman brag like that until he sues Ptun if he's really honest? Then nape Jokowi is a girl here and there, even using state fencing, if he's honest, just say it, the survey results are already good. If you're honest, it takes effort."
hal jalan target presiden joko widodo jadi indonesia pusat industri halal dunia ucap kepala pusat registrasi sertifikasi halal bpjph kemenag siti aminah,"President Joko Widodo's target is to make Indonesia the world's halal industry center, said the head of the BPJPH halal certification registration center, Ministry of Religion, Siti Aminah."
nih nyata mbak bivitri susanti hal dibunuhdimatikan legal perintah jokowi kpkdpr mk bebas sipil,"This is real, Ms. Bivitri Susanti was killed, killed legally, Jokowi ordered KPK DPR MK to be released from civil service"
sekjen pdip hasto kristiyanto tegas partai siap juang oposisi luar perintah laku tugas check and balance kaca periode dua perintah presiden jokowi kata hasto kuasa pusat timbul mampu manipulasi,"Pdip Secretary General Hasto Kristiyanto emphasized that the party is ready to fight against the opposition outside the order for the conduct of checks and balances for the second period of President Jokowi's order, Hasto said that central power appears capable of manipulation"
